cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2021-40367,A vulnerability has been identified in syngo fastView (All versions). The affected application lacks proper validation of user-supplied data when parsing DICOM files. This could result in an out-of-bounds write past the end of an allocated structure. An attacker could leverage this vulnerability to execute code in the context of the current process. (ZDI-CAN-15097),2024-01-04T11:20:42.887Z,7.8,Siemens,syngo fastView,,syngo fastView,All versions,,Parsing DICOM files,Lacks proper validation of user-supplied data,User-supplied data in DICOM files,Leverage this vulnerability to execute code,User needs to supply data in DICOM file format,,Local,Depends on current process context,Out-of-bounds write,Execute code in the context of the current process
CVE-2018-25097,"A vulnerability, which was classified as problematic, was found in Acumos Design Studio up to 2.0.7. Affected is an unknown function. The manipulation leads to cross site scripting. It is possible to launch the attack remotely. Upgrading to version 2.0.8 is able to address this issue. The name of the patch is 0df8a5e8722188744973168648e4c74c69ce67fd. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-249420.",2024-01-02T15:31:03.846Z,3.5,Acumos,Design Studio,Acumos,Design Studio,up to 2.0.7,N/A,unknown function,unknown,unknown,remote attack via cross site scripting,No,,Remote,Unauthenticated,Cross Site Scripting,potential execution of scripts in the context of the user's browser session
CVE-2024-21909,"PeterO.Cbor versions 4.0.0 through 4.5.0 are vulnerable to a denial of service vulnerability. An attacker may trigger the denial of service condition by providing crafted data to the DecodeFromBytes or other decoding mechanisms in PeterO.Cbor. Depending on the usage of the library, an unauthenticated and remote attacker may be able to cause the denial of service condition.",2024-01-03T15:41:57.739Z,,,,PeterO,PeterO.Cbor,versions 4.0.0 through 4.5.0,N/A,DecodeFromBytes or other decoding mechanisms,crafted data handling by the decoding mechanisms,providing crafted data to the DecodeFromBytes or other decoding mechanisms,provide crafted data,No,,Remote,Unauthenticated,Denial of Service,Cause a denial of service condition
CVE-2024-21636,"view_component is a framework for building reusable, testable, and encapsulated view components in Ruby on Rails. Versions prior to 3.9.0 and 2.83.0 have a cross-site scripting vulnerability that has the potential to impact anyone rendering a component directly from a controller with the view_component gem. Note that only components that define a `#call` method (i.e. instead of using a sidecar template) are affected. The return value of the `#call` method is not sanitized and can include user-defined content. In addition, the return value of the `#output_postamble` methodis not sanitized, which can also lead to cross-site scripting issues. Versions 3.9.0 and 2.83.0 have been released and fully mitigate both the `#call` and the `#output_postamble` vulnerabilities. As a workaround, sanitize the return value of `#call`.",2024-01-04T20:09:08.564Z,6.1,ViewComponent,view_component,Ruby on Rails,view_component,prior to 3.9.0 and 2.83.0,N/A,`#call` and `#output_postamble` methods in view components,return value of the `#call` and `#output_postamble` methods is not sanitized,rendering a component directly from a controller with the view_component gem,inject malicious scripts via user-defined content,"Yes, user-defined content",components that define a `#call` method and not using a sidecar template,Remote,None,Cross-site scripting (XSS),Potential execution of malicious scripts in the context of a user's browser session
CVE-2024-21732,FlyCms through abbaa5a allows XSS via the permission management feature.,2024-01-01T00:00:00,,,,FlyCms,FlyCms,through abbaa5a,N/A,permission management feature,Insufficient sanitization of input leading to XSS,Exploitation of permission management feature,Inject malicious scripts via permission management,Yes,,Remote,Authenticated,Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's session
CVE-2024-21646,"Azure uAMQP is a general purpose C library for AMQP 1.0. The UAMQP library is used by several clients to implement AMQP protocol communication. When clients using this library receive a crafted binary type data, an integer overflow or wraparound or memory safety issue can occur and may cause remote code execution. This vulnerability has been patched in release 2024-01-01.",2024-01-09T00:04:53.587Z,9.8,Azure,azure-uamqp-c,Microsoft,Azure uAMQP,Unknown,N/A,Receiving crafted binary type data,Integer overflow or wraparound or memory safety issue,Clients using the library receive a crafted binary type data,Send crafted binary type data to clients using the library,No,Software must use uAMQP library to implement AMQP protocol communication,Remote,No authentication required,Remote Code Execution,Remote code execution
CVE-2024-21650,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. XWiki is vulnerable to a remote code execution (RCE) attack through its user registration feature. This issue allows an attacker to execute arbitrary code by crafting malicious payloads in the ""first name"" or ""last name"" fields during user registration. This impacts all installations that have user registration enabled for guests. This vulnerability has been patched in XWiki 14.10.17, 15.5.3 and 15.8 RC1.",2024-01-08T15:18:12.782Z,10.0,xwiki,xwiki-platform,XWiki,XWiki Platform,"before 14.10.17, 15.5.3, and 15.8 RC1",N/A,user registration feature,Improper validation of input fields,crafting malicious payloads in the 'first name' or 'last name' fields during registration,execute arbitrary code,No,user registration enabled for guests,Remote,Unauthenticated,Remote Code Execution (RCE),Allows execution of arbitrary code
CVE-2024-21627,"PrestaShop is an open-source e-commerce platform. Prior to versions 8.1.3 and 1.7.8.11, some event attributes are not detected by the `isCleanHTML` method. Some modules using the `isCleanHTML` method could be vulnerable to cross-site scripting. Versions 8.1.3 and 1.7.8.11 contain a patch for this issue. The best workaround is to use the `HTMLPurifier` library to sanitize html input coming from users. The library is already available as a dependency in the PrestaShop project. Beware though that in legacy object models, fields of `HTML` type will call `isCleanHTML`.",2024-01-02T21:03:17.816Z,8.1,PrestaShop,PrestaShop,PrestaShop,PrestaShop e-commerce platform,prior to 8.1.3 and 1.7.8.11,N/A,isCleanHTML method in certain modules,Event attributes are not detected by the isCleanHTML method,Use of some modules using the isCleanHTML method,Inject malicious HTML for cross-site scripting,"Yes, input from users is required","Legacy object models, fields of HTML type will call isCleanHTML",Remote,Authenticated access may be required,Cross-site scripting (XSS),Potential execution of malicious scripts on user browsers
CVE-2024-21631,"Vapor is an HTTP web framework for Swift. Prior to version 4.90.0, Vapor's `vapor_urlparser_parse` function uses `uint16_t` indexes when parsing a URI's components, which may cause integer overflows when parsing untrusted inputs. This vulnerability does not affect Vapor directly but could impact applications relying on the URI type for validating user input. The URI type is used in several places in Vapor. A developer may decide to use URI to represent a URL in their application (especially if that URL is then passed to the HTTP Client) and rely on its public properties and methods. However, URI may fail to properly parse a valid (albeit abnormally long) URL, due to string ranges being converted to 16-bit integers. An attacker may use this behavior to trick the application into accepting a URL to an untrusted destination. By padding the port number with zeros, an attacker can cause an integer overflow to occur when the URL authority is parsed and, as a result, spoof the host. Version 4.90.0 contains a patch for this issue. As a workaround, validate user input before parsing as a URI or, if possible, use Foundation's `URL` and `URLComponents` utilities.",2024-01-03T16:55:02.356Z,6.5,vapor,vapor,Vapor,Vapor (HTTP web framework for Swift),prior to 4.90.0,N/A,vapor_urlparser_parse function,"uses uint16_t indexes when parsing a URI's components, causing integer overflows","parsing untrusted inputs, especially abnormally long URLs",pad the port number with zeros to cause an integer overflow,No,applications relying on URI type for validating user input,Remote,Unauthenticated,Integer Overflow,"Trick the application into accepting a URL to an untrusted destination, spoof host"
CVE-2024-21647,"Puma is a web server for Ruby/Rack applications built for parallelism. Prior to version 6.4.2, puma exhibited incorrect behavior when parsing chunked transfer encoding bodies in a way that allowed HTTP request smuggling. Fixed versions limits the size of chunk extensions. Without this limit, an attacker could cause unbounded resource (CPU, network bandwidth) consumption. This vulnerability has been fixed in versions 6.4.2 and 5.6.8.",2024-01-08T13:45:27.510Z,5.9,puma,puma,Puma,Puma web server,prior to version 6.4.2,N/A,chunked transfer encoding parser,does not correctly limit the size of chunk extensions,parsing chunked transfer encoding bodies without limits on chunk extensions,send specially crafted HTTP requests,No,,Remote,Unauthenticated,HTTP request smuggling,"unbounded resource (CPU, network bandwidth) consumption"
CVE-2024-21629,"Rust EVM is an Ethereum Virtual Machine interpreter. In `rust-evm`, a feature called `record_external_operation` was introduced, allowing library users to record custom gas changes. This feature can have some bogus interactions with the call stack. In particular, during finalization of a `CREATE` or `CREATE2`, in the case that the substack execution happens successfully, `rust-evm` will first commit the substate, and then call `record_external_operation(Write(out_code.len()))`. If `record_external_operation` later fails, this error is returned to the parent call stack, instead of `Succeeded`. Yet, the substate commitment already happened. This causes smart contracts able to commit state changes, when the parent caller contract receives zero address (which usually indicates that the execution has failed). This issue only impacts library users with custom `record_external_operation` that returns errors. The issue is patched in release 0.41.1. No known workarounds are available.",2024-01-02T21:26:12.680Z,5.9,rust-ethereum,evm,Rust EVM,rust-evm,before 0.41.1,N/A,record_external_operation feature,bogus interactions with the call stack during finalization of CREATE or CREATE2,record_external_operation fails after substate commitment,Use smart contracts to commit state changes under certain conditions,No,Use of custom record_external_operation that returns errors,N/A,N/A,Logic flaw,Smart contracts commit state changes when execution appears to have failed
CVE-2024-21644,"pyLoad is the free and open-source Download Manager written in pure Python. Any unauthenticated user can browse to a specific URL to expose the Flask config, including the `SECRET_KEY` variable. This issue has been patched in version 0.5.0b3.dev77.",2024-01-08T13:20:55.182Z,7.5,pyload,pyload,pyLoad,pyLoad Download Manager,before 0.5.0b3.dev77,N/A,Flask configuration file,Exposed Flask configuration allows information leak,Browsing to a specific URL,Browse to a specific URL to expose the Flask config,No,Using a vulnerable version before 0.5.0b3.dev77,Remote,Unauthenticated,Information Disclosure,Exposure of the Flask config including the `SECRET_KEY` variable
CVE-2024-21633,"Apktool is a tool for reverse engineering Android APK files. In versions 2.9.1 and prior, Apktool infers resource files' output path according to their resource names which can be manipulated by attacker to place files at desired location on the system Apktool runs on. Affected environments are those in which an attacker may write/overwrite any file that user has write access, and either user name is known or cwd is under user folder. Commit d348c43b24a9de350ff6e5bd610545a10c1fc712 contains a patch for this issue.",2024-01-03T16:59:18.566Z,7.8,iBotPeaches,Apktool,,Apktool,2.9.1 and prior,N/A,resource files' output path,resource names can be manipulated by an attacker,attacker manipulates resource names to place files at desired locations,manipulate resource names to place files,No,environments where attacker may write/overwrite any file that user has write access,,user name is known or cwd is under user folder,Improper Restriction of Operations within the Bounds of a Memory Buffer,attacker can write/overwrite any file that user has write access
CVE-2024-21737,"In SAP Application Interface Framework File Adapter - version 702, a high privilege user can use a function module to traverse through various layers and execute OS commands directly. By this, such user can control the behaviour of the application. This leads to considerable impact on confidentiality, integrity and availability.",2024-01-09T01:18:19.305Z,8.4,SAP_SE,SAP Application Interface Framework (File Adapter),SAP,Application Interface Framework File Adapter,version 702,N/A,function module,allows traversal through various layers and execution of OS commands,high privilege user using a function module to execute OS commands,traverse layers and execute OS commands directly,No,N/A,Local,High privilege,OS Command Injection,"considerable impact on confidentiality, integrity and availability"
CVE-2024-21625,"SideQuest is a place to get virtual reality applications for Oculus Quest. The SideQuest desktop application uses deep links with a custom protocol (`sidequest://`) to trigger actions in the application from its web contents. Because, prior to version 0.10.35, the deep link URLs were not sanitized properly in all cases, a one-click remote code execution can be achieved in cases when a device is connected, the user is presented with a malicious link and clicks it from within the application. As of version 0.10.35, the custom protocol links within the electron application are now being parsed and sanitized properly.",2024-01-04T14:48:34.782Z,8.8,SideQuestVR,SideQuest,SideQuest,SideQuest desktop application,prior to version 0.10.35,N/A,Deep links with custom protocol (`sidequest://`),Deep link URLs were not sanitized properly,User clicks a malicious link from within the application,Present user with a malicious link and have them click it,Yes,A device must be connected,Local network or device,User level with access to application,Remote Code Execution,Arbitrary remote code execution on the user's machine
CVE-2024-21648,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. The rollback action is missing a right protection, a user can rollback to a previous version of the page to gain rights they don't have anymore. The problem has been patched in XWiki 14.10.17, 15.5.3 and 15.8-rc-1 by ensuring that the rights are checked before performing the rollback.",2024-01-08T23:31:50.298Z,8.0,xwiki,xwiki-platform,XWiki,XWiki Platform,"versions before 14.10.17, 15.5.3, and 15.8-rc-1",N/A,rollback action,missing a right protection,rollback to a previous version of the page,rollback to a previous version of the page to gain rights,Yes,,Remote,Low,Privilege Escalation,User can gain rights they no longer have
CVE-2024-21632,"omniauth-microsoft_graph provides an Omniauth strategy for the Microsoft Graph API. Prior to versions 2.0.0, the implementation did not validate the legitimacy of the `email` attribute of the user nor did it give/document an option to do so, making it susceptible to nOAuth misconfiguration in cases when the `email` is used as a trusted user identifier. This could lead to account takeover. Version 2.0.0 contains a fix for this issue.",2024-01-02T21:54:54.527Z,8.6,synth,omniauth-microsoft_graph,Omniauth,omniauth-microsoft_graph,prior to 2.0.0,N/A,Implementation of Omniauth strategy for Microsoft Graph API,Did not validate the legitimacy of the `email` attribute,Using `email` as a trusted user identifier,Exploit the misconfiguration of `email` as user identifier,No,nOAuth misconfiguration,Remote,Unauthenticated,Improper Validation,Account takeover
CVE-2024-21623,"OTCLient is an alternative tibia client for otserv. Prior to commit db560de0b56476c87a2f967466407939196dd254, the /mehah/otclient ""`Analysis - SonarCloud`"" workflow is vulnerable to an expression injection in Actions, allowing an attacker to run commands remotely on the runner, leak secrets, and alter the repository using this workflow. Commit db560de0b56476c87a2f967466407939196dd254 contains a fix for this issue.",2024-01-02T20:29:14.163Z,9.8,mehah,otclient,OTClient,OTClient,prior to commit db560de0b56476c87a2f967466407939196dd254,N/A,/mehah/otclient 'Analysis - SonarCloud' workflow,vulnerable to expression injection in Actions,expression injection in Actions,"run commands remotely on the runner, leak secrets, and alter the repository",No,using the vulnerable workflow,Remote,Unauthenticated,Expression injection,"Run commands remotely, leak secrets, alter repository"
CVE-2024-21642,"D-Tale is a visualizer for Pandas data structures. Users hosting versions D-Tale prior to 3.9.0 publicly can be vulnerable to server-side request forgery (SSRF), allowing attackers to access files on the server. Users should upgrade to version 3.9.0, where the `Load From the Web` input is turned off by default. The only workaround for versions earlier than 3.9.0 is to only host D-Tale to trusted users.",2024-01-05T21:11:41.528Z,7.5,man-group,dtale,D-Tale,D-Tale,prior to 3.9.0,N/A,`Load From the Web` input,Allows server-side request forgery,Hosting D-Tale versions prior to 3.9.0 publicly,Access files on the server,No,Hosted publicly,Remote,Unauthenticated,Server Side Request Forgery (SSRF),Access files on the server
CVE-2024-21911,TinyMCE versions before 5.6.0 are affected by a stored cross-site scripting vulnerability. An unauthenticated and remote attacker could insert crafted HTML into the editor resulting in arbitrary JavaScript execution in another user's browser.,2024-01-03T15:59:00.305Z,,,,,TinyMCE,before 5.6.0,N/A,Editor,Improper handling of crafted HTML inputs,Inserting crafted HTML into the editor,Insert crafted HTML into the editor,Another user must open the editor,N/A,Remote,Unauthenticated,Stored Cross-Site Scripting (XSS),Arbitrary JavaScript execution in another user's browser
CVE-2024-21907,"Newtonsoft.Json before version 13.0.1 is affected by a mishandling of exceptional conditions vulnerability. Crafted data that is passed to the JsonConvert.DeserializeObject method may trigger a StackOverflow exception resulting in denial of service. Depending on the usage of the library, an unauthenticated and remote attacker may be able to cause the denial of service condition.",2024-01-03T15:23:04.441Z,,,,Newtonsoft,Json,before 13.0.1,N/A,JsonConvert.DeserializeObject method,Mishandling of exceptional conditions,Crafted data passed to JsonConvert.DeserializeObject,Pass crafted data to trigger StackOverflow exception,No,,Remote,Unauthenticated,Denial of Service,Denial of Service condition
CVE-2024-21622,"Craft is a content management system. This is a potential moderate impact, low complexity privilege escalation vulnerability in Craft starting in 3.x prior to 3.9.6 and 4.x prior to 4.4.16 with certain user permissions setups. This has been fixed in Craft 4.4.16 and Craft 3.9.6. Users should ensure they are running at least those versions.",2024-01-03T16:51:25.704Z,5.4,craftcms,cms,Craft,Craft content management system,starting in 3.x prior to 3.9.6 and 4.x prior to 4.4.16,N/A,certain user permissions setups,inadequate privilege controls in certain user permissions setups,exploitation of user permissions setups,exploit user permissions to escalate privileges,No,Certain user permissions setups,Remote,Low,Privilege Escalation,Potential moderate impact due to privilege escalation
CVE-2024-21663,"Discord-Recon is a Discord bot created to automate bug bounty recon, automated scans and information gathering via a discord server. Discord-Recon is vulnerable to remote code execution. An attacker is able to execute shell commands in the server without having an admin role. This vulnerability has been fixed in version 0.0.8.",2024-01-08T23:57:54.897Z,10.0,DEMON1A,Discord-Recon,,Discord-Recon,before 0.0.8,,,no validation or sanitization of user-provided inputs to execute shell commands,execution of shell commands in the Discord server environment,execute shell commands in the server without admin role,No,Discord server environment,Remote,Unauthenticated,Remote Code Execution,Attacker can execute shell commands on the server
CVE-2024-21634,"Amazon Ion is a Java implementation of the Ion data notation. Prior to version 1.10.5, a potential denial-of-service issue exists in `ion-java` for applications that use `ion-java` to deserialize Ion text encoded data, or deserialize Ion text or binary encoded data into the `IonValue` model and then invoke certain `IonValue` methods on that in-memory representation. An actor could craft Ion data that, when loaded by the affected application and/or processed using the `IonValue` model, results in a `StackOverflowError` originating from the `ion-java` library. The patch is included in `ion-java` 1.10.5. As a workaround, do not load data which originated from an untrusted source or that could have been tampered with.",2024-01-03T22:46:03.585Z,7.5,amazon-ion,ion-java,Amazon,ion-java,prior to 1.10.5,N/A,ion-java library,a potential denial-of-service issue during deserialization and IonValue method calls,Invoking certain IonValue methods on deserialized in-memory representation,Craft Ion data that causes StackOverflowError,No,Ion text or binary encoded data deserialized into IonValue model,Remote,Unauthenticated,Denial of Service (DoS),StackOverflowError leading to Denial of Service
CVE-2024-20802,Improper access control vulnerability in Samsung DeX prior to SMR Jan-2024 Release 1 allows owner to access other users&#39; notification in a multi-user environment.,2024-01-04T01:10:10.788Z,4.6,Samsung Mobile,Samsung Mobile Devices,Samsung,Samsung DeX,prior to SMR Jan-2024 Release 1,N/A,Multi-user notification system,Improper access control,Using Samsung DeX in a multi-user environment,Access other users' notifications,No,Multi-user environment,Local,Owner privileges,Improper access control,Unauthorized access to other users' notifications
CVE-2024-22216,"In default installations of Microchip maxView Storage Manager (for Adaptec Smart Storage Controllers) where Redfish server is configured for remote system management, unauthorized access can occur, with data modification and information disclosure. This affects 3.00.23484 through 4.14.00.26064 (except for the patched versions 3.07.23980 and 4.07.00.25339).",2024-01-08T00:00:00,,,,Microchip,maxView Storage Manager,3.00.23484 through 4.14.00.26064 (except for the patched versions 3.07.23980 and 4.07.00.25339),N/A,Redfish server configuration for remote system management,Unauthenticated access in default installations,Remote system management configuration,"Gain unauthorized access, modify data, disclose information",No,Default installation with Redfish server configured for remote management,Remote,None,Unauthorized access,Data modification and information disclosure
CVE-2024-22368,The Spreadsheet::ParseXLSX package before 0.28 for Perl can encounter an out-of-memory condition during parsing of a crafted XLSX document. This occurs because the memoize implementation does not have appropriate constraints on merged cells.,2024-01-09T00:00:00,,,,Spreadsheet::ParseXLSX,Spreadsheet::ParseXLSX package,before 0.28,N/A,memoize implementation,does not have appropriate constraints on merged cells,parsing of a crafted XLSX document,Provide a crafted XLSX document for parsing,No,N/A,Local Access,Unauthenticated,Out-of-memory condition,Potential application crash due to memory exhaustion
CVE-2024-22124,"Under certain conditions, Internet Communication Manager (ICM) or SAP Web Dispatcher - versions KERNEL 7.22, KERNEL 7.53, KERNEL 7.54, KRNL64UC 7.22, KRNL64UC 7.22EXT, KRNL64UC 7.53, KRNL64NUC 7.22, KRNL64NUC 7.22_EXT, WEBDISP 7.22_EXT, WEBDISP 7.53, WEBDISP 7.54, could allow an attacker to access information which would otherwise be restricted causing high impact on confidentiality.",2024-01-09T01:19:55.940Z,4.1,SAP_SE,SAP NetWeaver (Internet Communication Manager),SAP,Internet Communication Manager (ICM) or SAP Web Dispatcher,"KERNEL 7.22, KERNEL 7.53, KERNEL 7.54, KRNL64UC 7.22, KRNL64UC 7.22EXT, KRNL64UC 7.53, KRNL64NUC 7.22, KRNL64NUC 7.22_EXT, WEBDISP 7.22_EXT, WEBDISP 7.53, WEBDISP 7.54",N/A,N/A,Under certain conditions that allow information access,Under certain conditions,Access information which is usually restricted,No,Certain conditions,N/A,N/A,Information Disclosure,High impact on confidentiality
CVE-2024-22088,"Lotos WebServer through 0.1.1 (commit 3eb36cc) has a use-after-free in buffer_avail() at buffer.h via a long URI, because realloc is mishandled.",2024-01-05T00:00:00,,,,Lotos,Lotos WebServer,through 0.1.1 (commit 3eb36cc),N/A,buffer_avail() at buffer.h,realloc is mishandled,via a long URI,Send a long URI request,No,,Remote,Unauthenticated,Use-after-free,Potential memory corruption or arbitrary code execution
CVE-2024-22047,A race condition exists in Audited 4.0.0 to 5.3.3 that can result in an authenticated user to cause audit log entries to be attributed to another user.,2024-01-04T20:32:02.771Z,3.1,,,,Audited,4.0.0 to 5.3.3,,auditing mechanism,race condition,an authenticated user performs an operation during the race condition,attempt an operation during the race condition,"Yes, the user needs to perform actions exploiting the race condition",system in which auditing race condition can be exploited,Local,Authenticated,Race Condition,audit log entries attributed to incorrect users
CVE-2024-22051,"CommonMarker versions prior to 0.23.4 are at risk of an integer overflow vulnerability. This vulnerability can result in possibly unauthenticated remote attackers to cause heap memory corruption, potentially leading to an information leak or remote code execution, via parsing tables with marker rows that contain more than UINT16_MAX columns.",2024-01-04T20:27:22.197Z,,,,,CommonMarker,prior to 0.23.4,,parsing tables with marker rows that contain more than UINT16_MAX columns,integer overflow,parsing tables with marker rows that exceed UINT16_MAX columns,send crafted input that triggers the overflow,No,,Remote,Unauthenticated,Integer Overflow,"heap memory corruption, information leak, or remote code execution"
CVE-2024-22049,httparty before 0.21.0 is vulnerable to an assumed-immutable web parameter vulnerability. A remote and unauthenticated attacker can provide a crafted filename parameter during multipart/form-data uploads which could result in attacker controlled filenames being written.,2024-01-04T20:19:02.547Z,,,,,httparty,before 0.21.0,N/A,filename parameter handling,assumed-immutable web parameter vulnerability,multipart/form-data uploads with a crafted filename parameter,provide a crafted filename parameter,No,N/A,Remote,Unauthenticated,Assumed-immutable Web Parameter Vulnerability,Attacker controlled filenames being written
CVE-2024-0186,A vulnerability classified as problematic has been found in HuiRan Host Reseller System up to 2.0.0. Affected is an unknown function of the file /user/index/findpass?do=4 of the component HTTP POST Request Handler. The manipulation leads to weak password recovery. It is possible to launch the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249444.,2024-01-02T00:31:04.085Z,3.7,HuiRan,Host Reseller System,HuiRan,Host Reseller System,up to 2.0.0,N/A,/user/index/findpass?do=4 of the component HTTP POST Request Handler,manipulation leads to weak password recovery,N/A,manipulation of HTTP POST Request,No,N/A,Remote,N/A,Weak Password Recovery,Potential unauthorized access through weak password recovery mechanism
CVE-2024-0305,A vulnerability was found in Guangzhou Yingke Electronic Technology Ncast up to 2017 and classified as problematic. Affected by this issue is some unknown functionality of the file /manage/IPSetup.php of the component Guest Login. The manipulation leads to information disclosure. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249872.,2024-01-08T08:31:03.398Z,5.3,Guangzhou Yingke Electronic Technology,Ncast,Guangzhou Yingke Electronic Technology,Ncast,up to 2017,N/A,/manage/IPSetup.php,Unknown functionality allows manipulation,Manipulation of unknown functionality in the file /manage/IPSetup.php,Manipulate unknown functionality,No,,Remote,Unauthenticated,Information Disclosure,Disclosure of sensitive information
CVE-2024-0260,"A vulnerability, which was classified as problematic, was found in SourceCodester Engineers Online Portal 1.0. Affected is an unknown function of the file change_password_teacher.php of the component Password Change. The manipulation leads to session expiration. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249816.",2024-01-07T00:00:07.682Z,4.3,SourceCodester,Engineers Online Portal,SourceCodester,Engineers Online Portal,1.0,N/A,change_password_teacher.php,unknown (classified as problematic),manipulation (unspecified),manipulate session expiration,No,,Remote,Unauthenticated,Session Expiration,Session expiration leading to potential unauthorized access
CVE-2024-0308,A vulnerability was found in Inis up to 2.0.1. It has been rated as critical. This issue affects some unknown processing of the file app/api/controller/default/Proxy.php. The manipulation of the argument p_url leads to server-side request forgery. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249875.,2024-01-08T10:00:05.086Z,6.3,,Inis,Inis,Inis,up to 2.0.1,N/A,app/api/controller/default/Proxy.php,manipulation of the argument p_url,manipulation of the argument p_url,initiate server-side requests,No,,Remote,Unauthenticated,Server Side Request Forgery (SSRF),Unknown
CVE-2024-0241,"encoded_id-rails versions before 1.0.0.beta2 are affected by an uncontrolled resource consumption vulnerability. A remote and unauthenticated attacker might cause a denial of service condition by sending an HTTP request with an extremely long ""id"" parameter.",2024-01-04T20:48:00.606Z,,,,,encoded_id-rails,before 1.0.0.beta2,N/A,HTTP request processing,uncontrolled resource consumption,sending an HTTP request with an extremely long 'id' parameter,send an HTTP request with an extremely long 'id' parameter,No,,Remote,Unauthenticated,Uncontrolled Resource Consumption,Denial of Service condition
CVE-2024-0266,A vulnerability classified as problematic has been found in Project Worlds Online Lawyer Management System 1.0. Affected is an unknown function of the component User Registration. The manipulation of the argument First Name leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249822 is the identifier assigned to this vulnerability.,2024-01-07T05:31:03.312Z,4.3,Project Worlds,Online Lawyer Management System,Project Worlds,Online Lawyer Management System,1.0,N/A,User Registration component,Improper input validation,Manipulation of the argument First Name,Manipulate the First Name argument to inject scripts,No,N/A,Remote,None,Cross Site Scripting (XSS),Potential execution of scripts in the context of the user
CVE-2024-0246,"A vulnerability classified as problematic has been found in IceWarp 12.0.2.1/12.0.3.1. This affects an unknown part of the file /install/ of the component Utility Download Handler. The manipulation of the argument lang with the input 1%27""()%26%25<zzz><ScRiPt>alert(document.domain)</ScRiPt> leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249759. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",2024-01-05T14:00:05.753Z,4.3,,IceWarp,IceWarp,IceWarp,12.0.2.1/12.0.3.1,,Utility Download Handler,Manipulation of the argument lang,"Input 1%27""()%26%25<zzz><ScRiPt>alert(document.domain)</ScRiPt>",Manipulate the 'lang' argument with specific input for cross site scripting,No,,Remote,Unauthenticated,Cross site scripting,Potential execution of scripts in the user's browser leading to malicious activities
CVE-2024-0303,"A vulnerability, which was classified as critical, was found in Youke365 up to 1.5.3. Affected is an unknown function of the file /app/api/controller/caiji.php of the component Parameter Handler. The manipulation of the argument url leads to server-side request forgery. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249870 is the identifier assigned to this vulnerability.",2024-01-08T07:31:03.703Z,6.3,,Youke365,Youke365,Youke365,up to 1.5.3,N/A,/app/api/controller/caiji.php,Manipulation of the argument url,Manipulation of the argument url,Remotely manipulate the argument url,No,,Remote,None,Server-Side Request Forgery,Unauthorized server requests
CVE-2024-0196,A vulnerability has been found in Magic-Api up to 2.0.1 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /resource/file/api/save?auto=1. The manipulation leads to code injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249511.,2024-01-02T22:00:05.698Z,6.3,,Magic-Api,Magic-Api,Magic-Api,up to 2.0.1,N/A,/resource/file/api/save?auto=1,Unknown,Manipulation,Remote code injection,No,N/A,Remote,Unauthenticated,Code injection,Remote execution of injected code
CVE-2024-0207,HTTP3 dissector crash in Wireshark 4.2.0 allows denial of service via packet injection or crafted capture file,2024-01-03T07:31:10.632Z,7.8,Wireshark Foundation,Wireshark,Wireshark,Wireshark,4.2.0,N/A,HTTP3 dissector,improper handling of certain network packets,packet injection or crafted capture file,inject packets or craft a capture file,No,,Local or Remote,Unauthenticated,Denial of Service,"Crash of the Wireshark application, leading to denial of service"
CVE-2024-0247,A vulnerability classified as critical was found in CodeAstro Online Food Ordering System 1.0. This vulnerability affects unknown code of the file /admin/ of the component Admin Panel. The manipulation of the argument Username leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249778 is the identifier assigned to this vulnerability.,2024-01-05T19:00:04.541Z,7.3,CodeAstro,Online Food Ordering System,CodeAstro,Online Food Ordering System,1.0,N/A,/admin/ file of the Admin Panel,Manipulation of the argument Username,Manipulation of the Username argument,Exploiting the SQL injection,No,N/A,Remote,Unauthenticated,SQL Injection,Potential unauthorized database access or manipulation
